103,37
98,35
95,35
82,33
71,32
63,31
54,30
51,30
50,30
49,30
45,30
45,30
46,29
44,29
43,30
42,30
42,30
41,30
40,30
40,30
40,30
40,30
28,31
28,31
28,31
28,31
28,31
28,31
28,31
28,32
28,32
27,33
28,34
28,35
30,36
30,37
31,38
31,38
31,40
31,43
32,45
31,46
31,48
32,52
35,55
35,57
36,56
36,53
37,53
36,49
35,47
36,44
45,40
49,40
61,39
66,38
69,37
68,37
67,37
55,35
45,34
39,33
37,33
38,33
39,33
39,33
38,32
37,32
37,32
36,32
35,32
34,31
27,33
27,34
27,33
27,34
29,33
29,34
29,35
30,35
30,35
31,37
31,37
30,39
30,39
31,40
33,46
35,48
36,57
39,61
40,67
41,67
40,68
38,68
38,68
37,68
36,67
36,70
37,73
37,71
37,71
36,67
42,59
47,54
53,52
68,45
77,42
94,44
98,45
97,45
94,43
86,41
72,40
64,39
56,38
50,36
43,35
42,35
41,34
40,33
40,32
37,32
28,31
28,31
28,31
28,33
28,33
28,34
